S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,CorrAns3,CorrAns4,CorrAns5,CorrAns6,CorrAns7,CorrAns8,CorrAns9,CorrAns10,CorrAns11,CorrAns12,CorrAns13,CorrAns14,CorrAns15,CorrAns16,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Seq4_tr.started,recall_resp,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,text_go.started,key_resp_5.started,DS,key_resp2_2.keys,key_resp2_2.corr,key_resp2_2.rt,score,Forward WM score,B_DS,key_resp2_2B.keys,key_resp2_2B.corr,key_resp2_2B.rt,Backward WM score,participant,session,date,expName,psychopyVersion,frameRate,
9,3,6,2,5,8,4,1,0,0,0,0,0,0,0,0,"['6', '3', '9']","['2', '6', '3', '9']","['5', '2', '6', '3', '9']","['8', '5', '2', '6', '3', '9']","['4', '8', '5', '2', '6', '3', '9']","['1', '4', '8', '5', '2', '6', '3', '9']",None,None,None,None,None,None,None,None,,,,,,,,,0,5,5,5,,52639,,,,,,,,,,1,,5,"['5', '2', '6', '3', '9']",0,"[5.438677917001769, 9.331504666944966, 9.931128457887098, 13.11682074982673, 13.547072374960408, 15.240944624878466]",,SuryGlez,001,2022-10-27_11h10.01.881,DS_Adapt1L,2022.2.4,None,
1,7,4,9,5,8,3,6,2,0,0,0,0,0,0,0,"['4', '7', '1']","['9', '4', '7', '1']","['5', '9', '4', '7', '1']","['8', '5', '9', '4', '7', '1']","['3', '8', '5', '9', '4', '7', '1']","['6', '3', '8', '5', '9', '4', '7', '1']","['2', '6', '3', '8', '5', '9', '4', '7', '1']",None,None,None,None,None,None,None,,,,,,,,,0,6,6,6,,859471,,,,,,,,,,1,,6,"['8', '5', '9', '4', '7', '1']",0,"[2.6270252908580005, 3.0701351249590516, 5.8316711250226945, 6.265785082941875, 6.7532148328609765, 7.189785624854267, 8.59749533305876]",,SuryGlez,001,2022-10-27_11h10.01.881,DS_Adapt1L,2022.2.4,None,
8,2,6,3,7,1,4,9,5,2,0,0,0,0,0,0,"['6', '2', '8']","['3', '6', '2', '8']","['7', '3', '6', '2', '8']","['1', '7', '3', '6', '2', '8']","['4', '1', '7', '3', '6', '2', '8']","['9', '4', '1', '7', '3', '6', '2', '8']","['5', '9', '4', '1', '7', '3', '6', '2', '8']","['2', '5', '9', '4', '1', '7', '3', '6', '2', '8']",None,None,None,None,None,None,,,,,,,,,0,7,7,7,,4722836,,,,,,,,,,0,,7,"['4', '7', '2', '2', '8', '3', '6']",0,"[2.314742958173156, 4.132055833004415, 6.964963167207316, 9.146720208227634, 9.685710958205163, 11.603428833186626, 11.909625250147656, 12.754388458095491]",,SuryGlez,001,2022-10-27_11h10.01.881,DS_Adapt1L,2022.2.4,None,
3,8,1,9,6,2,5,8,4,7,1,0,0,0,0,0,"['1', '8', '3']","['9', '1', '8', '3']","['6', '9', '1', '8', '3']","['2', '6', '9', '1', '8', '3']","['5', '2', '6', '9', '1', '8', '3']","['8', '5', '2', '6', '9', '1', '8', '3']","['4', '8', '5', '2', '6', '9', '1', '8', '3']","['7', '4', '8', '5', '2', '6', '9', '1', '8', '3']","['1', '7', '4', '8', '5', '2', '6', '9', '1', '8', '3']",None,None,None,None,None,,,,,,,,,0,8,8,8,,78326,,,,,,,,,,0,,7,"['7', '8', '3', '2', '6']",0,"[5.653823582921177, 8.596600708086044, 9.897743625100702, 11.747341041918844, 12.009229457937181, 12.72108545806259]",,SuryGlez,001,2022-10-27_11h10.01.881,DS_Adapt1L,2022.2.4,None,
9,5,1,4,8,2,6,3,7,3,1,9,0,0,0,0,"['1', '5', '9']","['4', '1', '5', '9']","['8', '4', '1', '5', '9']","['2', '8', '4', '1', '5', '9']","['6', '2', '8', '4', '1', '5', '9']","['3', '6', '2', '8', '4', '1', '5', '9']","['7', '3', '6', '2', '8', '4', '1', '5', '9']","['3', '7', '3', '6', '2', '8', '4', '1', '5', '9']","['1', '3', '7', '3', '6', '2', '8', '4', '1', '5', '9']","['9', '1', '3', '7', '3', '6', '2', '8', '4', '1', '5', '9']",None,None,None,None,,,,,,,,,0,9,9,9,,284128,,,,,,,,,,0,,6,"['2', '8', '4', '1', '2', '8']",0,"[3.698593582957983, 4.136922416044399, 5.568009875016287, 5.934004666050896, 11.09785341611132, 11.39286704105325, 12.45202991599217]",,SuryGlez,001,2022-10-27_11h10.01.881,DS_Adapt1L,2022.2.4,None,
5,8,4,1,9,2,7,3,6,2,8,1,6,0,0,0,"['4', '8', '5']","['1', '4', '8', '5']","['9', '1', '4', '8', '5']","['2', '9', '1', '4', '8', '5']","['7', '2', '9', '1', '4', '8', '5']","['3', '7', '2', '9', '1', '4', '8', '5']","['6', '3', '7', '2', '9', '1', '4', '8', '5']","['2', '6', '3', '7', '2', '9', '1', '4', '8', '5']","['8', '2', '6', '3', '7', '2', '9', '1', '4', '8', '5']","['1', '8', '2', '6', '3', '7', '2', '9', '1', '4', '8', '5']","['6', '1', '8', '2', '6', '3', '7', '2', '9', '1', '4', '8', '5']",None,None,None,,,,,,,,,0,10,10,10,,298514,,,,,,,,,,0,,6,"['2', '9', '8', '5', '1', '4']",0,"[3.0838481669779867, 3.6034222501330078, 6.373197000008076, 6.69799091713503, 11.698194000171497, 12.165622209198773, 12.940619917120785]",,SuryGlez,001,2022-10-27_11h10.01.881,DS_Adapt1L,2022.2.4,None,
1,6,9,4,7,2,5,8,3,9,4,7,2,6,0,0,"['9', '6', '1']","['4', '9', '6', '1']","['7', '4', '9', '6', '1']","['2', '7', '4', '9', '6', '1']","['5', '2', '7', '4', '9', '6', '1']","['8', '5', '2', '7', '4', '9', '6', '1']","['3', '8', '5', '2', '7', '4', '9', '6', '1']","['9', '3', '8', '5', '2', '7', '4', '9', '6', '1']","['4', '9', '3', '8', '5', '2', '7', '4', '9', '6', '1']","['7', '4', '9', '3', '8', '5', '2', '7', '4', '9', '6', '1']","['2', '7', '4', '9', '3', '8', '5', '2', '7', '4', '9', '6', '1']","['6', '2', '7', '4', '9', '3', '8', '5', '2', '7', '4', '9', '6', '1']",None,None,,,,,,,,,0,11,11,11,,74961,,,,,,,,,,1,,5,"['7', '4', '9', '6', '1']",0,"[3.418049374828115, 4.713347499957308, 5.4287999998778105, 6.824938541976735, 7.233948832843453, 9.196214374853298]",,SuryGlez,001,2022-10-27_11h10.01.881,DS_Adapt1L,2022.2.4,None,
2,7,4,9,1,6,3,8,5,9,4,1,7,2,8,0,"['4', '7', '2']","['9', '4', '7', '2']","['1', '9', '4', '7', '2']","['6', '1', '9', '4', '7', '2']","['3', '6', '1', '9', '4', '7', '2']","['8', '3', '6', '1', '9', '4', '7', '2']","['5', '8', '3', '6', '1', '9', '4', '7', '2']","['9', '5', '8', '3', '6', '1', '9', '4', '7', '2']","['4', '9', '5', '8', '3', '6', '1', '9', '4', '7', '2']","['1', '4', '9', '5', '8', '3', '6', '1', '9', '4', '7', '2']","['7', '1', '4', '9', '5', '8', '3', '6', '1', '9', '4', '7', '2']","['2', '7', '1', '4', '9', '5', '8', '3', '6', '1', '9', '4', '7', '2']","['8', '2', '7', '1', '4', '9', '5', '8', '3', '6', '1', '9', '4', '7', '2']",None,,,,,,,,,0,12,12,12,,69472,,,,,,,,,,0,,6,"['6', '9', '4', '7', '2']",0,"[3.3018912500701845, 6.020770500181243, 6.514706666115671, 7.837952583096921, 8.231428958009928, 10.100087083177641]",,SuryGlez,001,2022-10-27_11h10.01.881,DS_Adapt1L,2022.2.4,None,
7,1,4,8,2,6,3,9,5,8,5,9,1,4,7,2,"['4', '1', '7']","['8', '4', '1', '7']","['2', '8', '4', '1', '7']","['6', '2', '8', '4', '1', '7']","['3', '6', '2', '8', '4', '1', '7']","['9', '3', '6', '2', '8', '4', '1', '7']","['5', '9', '3', '6', '2', '8', '4', '1', '7']","['8', '5', '9', '3', '6', '2', '8', '4', '1', '7']","['5', '8', '5', '9', '3', '6', '2', '8', '4', '1', '7']","['9', '5', '8', '5', '9', '3', '6', '2', '8', '4', '1', '7']","['1', '9', '5', '8', '5', '9', '3', '6', '2', '8', '4', '1', '7']","['4', '1', '9', '5', '8', '5', '9', '3', '6', '2', '8', '4', '1', '7']","['7', '4', '1', '9', '5', '8', '5', '9', '3', '6', '2', '8', '4', '1', '7']","['2', '7', '4', '1', '9', '5', '8', '5', '9', '3', '6', '2', '8', '4', '1', '7']",,,,,,,,,0,13,13,13,,628462,,,,,,,,,,0,,6,"['6', '2', '8', '4', '6', '2']",0,"[2.7024570419453084, 3.081461791880429, 5.631257832981646, 6.174917291849852, 8.014465417014435, 8.631249916972592, 9.536937667056918]",,SuryGlez,001,2022-10-27_11h10.01.881,DS_Adapt1L,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,,,,,,,
