S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,CorrAns3,CorrAns4,CorrAns5,CorrAns6,CorrAns7,CorrAns8,CorrAns9,CorrAns10,CorrAns11,CorrAns12,CorrAns13,CorrAns14,CorrAns15,CorrAns16,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Seq4_tr.started,recall_resp,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,text_go.started,key_resp_5.started,DS,key_resp2_2.keys,key_resp2_2.corr,key_resp2_2.rt,score,Forward WM score,B_DS,key_resp2_2B.keys,key_resp2_2B.corr,key_resp2_2B.rt,Backward WM score,participant,session,date,expName,psychopyVersion,frameRate,
9,3,6,2,5,8,4,1,0,0,0,0,0,0,0,0,"['6', '3', '9']","['2', '6', '3', '9']","['5', '2', '6', '3', '9']","['8', '5', '2', '6', '3', '9']","['4', '8', '5', '2', '6', '3', '9']","['1', '4', '8', '5', '2', '6', '3', '9']",None,None,None,None,None,None,None,None,,,,,,,,,0,5,5,5,,52639,,,,,,,,,,1,,5,"['5', '2', '6', '3', '9']",0,"[1.6361747090013523, 2.4335185420022754, 7.498311584004114, 8.949938167002983, 9.823511000002327, 10.62678500000402]",,Dulce2,001,2022-11-05_14h06.44.952,DS_Adapt1L,2022.2.4,60.12612946794062,
1,7,4,9,5,8,3,6,2,0,0,0,0,0,0,0,"['4', '7', '1']","['9', '4', '7', '1']","['5', '9', '4', '7', '1']","['8', '5', '9', '4', '7', '1']","['3', '8', '5', '9', '4', '7', '1']","['6', '3', '8', '5', '9', '4', '7', '1']","['2', '6', '3', '8', '5', '9', '4', '7', '1']",None,None,None,None,None,None,None,,,,,,,,,0,6,6,6,,859492,,,,,,,,,,0,,6,"['8', '5', '9', '4', '9', '2']",0,"[9.193035459004022, 9.942267376001837, 11.234232251004869, 15.198978417003673, 20.979903209004988, 21.623205042003974, 22.446799209003075]",,Dulce2,001,2022-11-05_14h06.44.952,DS_Adapt1L,2022.2.4,60.12612946794062,
8,2,6,3,7,1,4,9,5,2,0,0,0,0,0,0,"['6', '2', '8']","['3', '6', '2', '8']","['7', '3', '6', '2', '8']","['1', '7', '3', '6', '2', '8']","['4', '1', '7', '3', '6', '2', '8']","['9', '4', '1', '7', '3', '6', '2', '8']","['5', '9', '4', '1', '7', '3', '6', '2', '8']","['2', '5', '9', '4', '1', '7', '3', '6', '2', '8']",None,None,None,None,None,None,,,,,,,,,0,7,7,7,,173629,,,,,,,,,,0,,6,"['1', '7', '3', '6', '2', '9']",0,"[1.7429545420018258, 2.298674417001166, 2.7663912499992875, 5.567735791999439, 5.891343292001693, 6.367497416998958, 6.849479042000894]",,Dulce2,001,2022-11-05_14h06.44.952,DS_Adapt1L,2022.2.4,60.12612946794062,
3,8,1,9,6,2,5,8,4,7,1,0,0,0,0,0,"['1', '8', '3']","['9', '1', '8', '3']","['6', '9', '1', '8', '3']","['2', '6', '9', '1', '8', '3']","['5', '2', '6', '9', '1', '8', '3']","['8', '5', '2', '6', '9', '1', '8', '3']","['4', '8', '5', '2', '6', '9', '1', '8', '3']","['7', '4', '8', '5', '2', '6', '9', '1', '8', '3']","['1', '7', '4', '8', '5', '2', '6', '9', '1', '8', '3']",None,None,None,None,None,,,,,,,,,0,8,8,8,,69168,,,,,,,,,,0,,5,"['6', '9', '1', '6', '8']",0,"[2.0040565000017523, 2.518696709001233, 6.865736209001625, 7.01677225000094, 8.78164533400195, 11.02267333400232]",,Dulce2,001,2022-11-05_14h06.44.952,DS_Adapt1L,2022.2.4,60.12612946794062,
9,5,1,4,8,2,6,3,7,3,1,9,0,0,0,0,"['1', '5', '9']","['4', '1', '5', '9']","['8', '4', '1', '5', '9']","['2', '8', '4', '1', '5', '9']","['6', '2', '8', '4', '1', '5', '9']","['3', '6', '2', '8', '4', '1', '5', '9']","['7', '3', '6', '2', '8', '4', '1', '5', '9']","['3', '7', '3', '6', '2', '8', '4', '1', '5', '9']","['1', '3', '7', '3', '6', '2', '8', '4', '1', '5', '9']","['9', '1', '3', '7', '3', '6', '2', '8', '4', '1', '5', '9']",None,None,None,None,,,,,,,,,0,9,9,9,,841169,,,,,,,,,,0,,5,"['8', '4', '1', '1', '6', '9']",0,"[9.1983352510033, 10.601130042003206, 12.985042416999931, 17.05965104200004, 17.512702001000434, 18.072357209002803, 21.036527251002553]",,Dulce2,001,2022-11-05_14h06.44.952,DS_Adapt1L,2022.2.4,60.12612946794062,
5,8,4,1,9,2,7,3,6,2,8,1,6,0,0,0,"['4', '8', '5']","['1', '4', '8', '5']","['9', '1', '4', '8', '5']","['2', '9', '1', '4', '8', '5']","['7', '2', '9', '1', '4', '8', '5']","['3', '7', '2', '9', '1', '4', '8', '5']","['6', '3', '7', '2', '9', '1', '4', '8', '5']","['2', '6', '3', '7', '2', '9', '1', '4', '8', '5']","['8', '2', '6', '3', '7', '2', '9', '1', '4', '8', '5']","['1', '8', '2', '6', '3', '7', '2', '9', '1', '4', '8', '5']","['6', '1', '8', '2', '6', '3', '7', '2', '9', '1', '4', '8', '5']",None,None,None,,,,,,,,,0,10,10,10,,1485,,,,,,,,,,1,,4,"['1', '4', '8', '5']",0,"[7.355909542002337, 8.10934450100467, 9.177618042001995, 9.81609254200157, 12.149302584002726]",,Dulce2,001,2022-11-05_14h06.44.952,DS_Adapt1L,2022.2.4,60.12612946794062,
1,6,9,4,7,2,5,8,3,9,4,7,2,6,0,0,"['9', '6', '1']","['4', '9', '6', '1']","['7', '4', '9', '6', '1']","['2', '7', '4', '9', '6', '1']","['5', '2', '7', '4', '9', '6', '1']","['8', '5', '2', '7', '4', '9', '6', '1']","['3', '8', '5', '2', '7', '4', '9', '6', '1']","['9', '3', '8', '5', '2', '7', '4', '9', '6', '1']","['4', '9', '3', '8', '5', '2', '7', '4', '9', '6', '1']","['7', '4', '9', '3', '8', '5', '2', '7', '4', '9', '6', '1']","['2', '7', '4', '9', '3', '8', '5', '2', '7', '4', '9', '6', '1']","['6', '2', '7', '4', '9', '3', '8', '5', '2', '7', '4', '9', '6', '1']",None,None,,,,,,,,,0,11,11,11,,74961,,,,,,,,,,1,,5,"['7', '4', '9', '6', '1']",0,"[2.9432725420010684, 7.267206417003763, 7.932395500003622, 9.28287525000269, 9.672665959002188, 10.907554917001107]",,Dulce2,001,2022-11-05_14h06.44.952,DS_Adapt1L,2022.2.4,60.12612946794062,
2,7,4,9,1,6,3,8,5,9,4,1,7,2,8,0,"['4', '7', '2']","['9', '4', '7', '2']","['1', '9', '4', '7', '2']","['6', '1', '9', '4', '7', '2']","['3', '6', '1', '9', '4', '7', '2']","['8', '3', '6', '1', '9', '4', '7', '2']","['5', '8', '3', '6', '1', '9', '4', '7', '2']","['9', '5', '8', '3', '6', '1', '9', '4', '7', '2']","['4', '9', '5', '8', '3', '6', '1', '9', '4', '7', '2']","['1', '4', '9', '5', '8', '3', '6', '1', '9', '4', '7', '2']","['7', '1', '4', '9', '5', '8', '3', '6', '1', '9', '4', '7', '2']","['2', '7', '1', '4', '9', '5', '8', '3', '6', '1', '9', '4', '7', '2']","['8', '2', '7', '1', '4', '9', '5', '8', '3', '6', '1', '9', '4', '7', '2']",None,,,,,,,,,0,12,12,12,,619472,,,,,,,,,,1,,6,"['6', '1', '9', '4', '7', '2']",0,"[1.2815178759992705, 1.9619575010001427, 6.641803500999231, 7.536168376002024, 9.798997834001057, 10.273098334000679, 12.630160084001545]",,Dulce2,001,2022-11-05_14h06.44.952,DS_Adapt1L,2022.2.4,60.12612946794062,
7,1,4,8,2,6,3,9,5,8,5,9,1,4,7,2,"['4', '1', '7']","['8', '4', '1', '7']","['2', '8', '4', '1', '7']","['6', '2', '8', '4', '1', '7']","['3', '6', '2', '8', '4', '1', '7']","['9', '3', '6', '2', '8', '4', '1', '7']","['5', '9', '3', '6', '2', '8', '4', '1', '7']","['8', '5', '9', '3', '6', '2', '8', '4', '1', '7']","['5', '8', '5', '9', '3', '6', '2', '8', '4', '1', '7']","['9', '5', '8', '5', '9', '3', '6', '2', '8', '4', '1', '7']","['1', '9', '5', '8', '5', '9', '3', '6', '2', '8', '4', '1', '7']","['4', '1', '9', '5', '8', '5', '9', '3', '6', '2', '8', '4', '1', '7']","['7', '4', '1', '9', '5', '8', '5', '9', '3', '6', '2', '8', '4', '1', '7']","['2', '7', '4', '1', '9', '5', '8', '5', '9', '3', '6', '2', '8', '4', '1', '7']",,,,,,,,,0,13,13,13,,3679417,,,,,,,,,,0,,7,"['3', '6', '7', '9', '4', '1', '7']",0,"[1.8277727929998946, 2.7830303340015234, 14.853160293001565, 17.930573793000804, 18.47863004300234, 25.197253084003023, 25.74911179300034, 36.32715550100329]",,Dulce2,001,2022-11-05_14h06.44.952,DS_Adapt1L,2022.2.4,60.12612946794062,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.666666666666666,,,,,,,
