stimulus_prac1,corrAns_prac1,stimulus_test1,corrAns_test1,stimulus_test2,corrAns_test2,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,image_welcome.started,resp_Welcome.started,resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.started,image_Instr_Intro.started,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.started,image_Instr_Prac1.started,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,text_trial_Prac1.started,resp_trial_Prac1.started,text_trial_Prac1.stopped,resp_trial_Prac1.keys,resp_trial_Prac1.corr,text_Feedback_Prac1.started,resp_trial_Prac1.rt,resp_Instr_Test1.started,image_Instr_Test1.started,resp_Instr_Test1.keys,resp_Instr_Test1.rt,text_trial_Test1.started,resp_trial_Test1.started,text_trial_Test1.stopped,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,resp_Instr_Test2.started,image_Instr_Test2.started,resp_Instr_Test2.keys,resp_Instr_Test2.rt,text_trial_Test2.started,key_resp.started,text_trial_Test2.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.stopped,resp_theEnd.started,image_theEnd.started,resp_theEnd.keys,resp_theEnd.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,X,space,,,,,,,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.09414616700087,72.09414616700087,72.39392779199989,space,1,0.29996812499666703,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,8,8,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0938366670016,73.0938366670016,73.3945160000003,space,1,0.27828229099759483,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,9,9,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.09377995899922,74.09377995899922,74.39368783399914,space,1,0.3359899159986526,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,10,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.09388291700088,75.09388291700088,75.39399633400171,space,1,0.29865487500137533,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,11,11,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0941475840009,76.0941475840009,76.39382791699973,space,1,0.3558477499973378,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,W,none,,,,,,,0,12,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.09446112500154,77.09446112500154,77.39425791699978,space,0,0.27487966600165237,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,13,13,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.09442458400008,78.09442458400008,78.39376987500145,space,1,0.32033333299841615,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,14,14,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.09386141700088,79.09386141700088,79.39384062500176,None,0,,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,15,15,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0941144999997,80.0941144999997,80.39443820900124,space,1,0.3147754999990866,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,16,16,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.09395366700119,81.09395366700119,81.393901792002,space,1,0.30886199999804376,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,17,17,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.09410362500057,82.09410362500057,82.3939378340001,space,1,0.2672625000013795,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,Y,none,,,,,,,0,18,18,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.09411662500133,83.09411662500133,83.3944055840002,space,0,0.27754683299644967,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,T,none,,,,,,,0,19,19,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.09416124999916,84.09416124999916,84.39417512500222,None,1,,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.09411900000123,85.09411900000123,85.39450100000249,space,1,0.2896844999959285,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,21,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.09426533400256,86.09426533400256,86.39397520900093,space,1,0.41639133299759123,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,22,22,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.09434291700018,87.09434291700018,87.39422787500007,space,1,0.3388196660016547,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,23,23,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0940834590001,88.0940834590001,88.39410775000215,space,1,0.31292787399797817,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,K,none,,,,,,,0,24,24,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.09428479200142,89.09428479200142,89.39442662500005,None,1,,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,25,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.09418466699935,90.09418466699935,90.39443525000024,space,1,0.29630895799709833,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,26,26,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.09425087500131,91.09425087500131,91.39413108400186,space,1,0.4643026239973551,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,27,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.09449354200115,92.09449354200115,92.39469000000099,space,1,0.38106329099900904,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,28,28,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.09443208399898,93.09443208399898,93.39417991700248,space,1,0.4505219160018896,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,29,29,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.09466858399901,94.09466858399901,94.3945040840008,space,1,0.2989240829992923,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,30,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.09436487499988,95.09436487499988,95.39464325000154,space,1,0.29457712499788613,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,31,31,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.094565667001,96.094565667001,96.39433079200171,space,1,0.30916475000049104,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,32,32,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.09487858400098,97.09487858400098,97.39446720900014,space,1,0.38155120800001896,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,33,33,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.09450574999937,98.09450574999937,98.39512937499967,space,1,0.28697633299816516,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,F,none,,,,,,,0,34,34,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.09446262500205,99.09446262500205,99.39521808400241,None,1,,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,35,35,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.09439291700255,100.09439291700255,100.39433783400091,space,1,0.3617566249995434,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,36,36,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.09448937500201,101.09448937500201,101.39473575000011,space,1,0.3647622489988862,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,V,none,,,,,,,0,37,37,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0951104170017,102.0951104170017,102.39446304200101,None,1,,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,38,38,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.09433945899946,103.09433945899946,103.3944381250003,space,1,0.2764229999993404,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,39,39,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.09462033399905,104.09462033399905,104.394615084002,space,1,0.5837332909977704,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,40,40,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.09488666700054,105.09488666700054,105.39484745899972,space,1,0.3327210829993419,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,41,41,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.09463524999956,106.09463524999956,106.39467275000061,space,1,0.34325862499827053,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,42,42,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.09528866700202,107.09528866700202,107.39449850000165,space,1,0.33920054099871777,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,43,43,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.09484408400021,108.09484408400021,108.39536333400247,space,1,0.3407814580023114,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,E,none,,,,,,,0,44,44,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.09466025000074,109.09466025000074,109.39466249999896,None,1,,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,45,45,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.09465737500068,110.09465737500068,110.39451895900129,space,1,0.3482278329975088,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,46,46,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.09490416699919,111.09490416699919,111.39451983400068,space,1,0.41738374999840744,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,M,none,,,,,,,0,47,47,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.09531183400031,112.09531183400031,112.39466845900097,space,0,0.3557173739973223,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,48,48,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.09520650000195,113.09520650000195,113.39481679200253,space,1,0.43311104199892725,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,X,space,,,,,,,0,49,49,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.09480512500159,114.09480512500159,114.39469675000146,space,1,0.3338885420016595,,,,,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.09522937500151,115.56154433399934,space,2.6099381249987346,,,,,,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,,,A,space,,,,,,,,,0,0,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.7443994589994,117.7443994589994,118.04500800000096,None,0,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,,,K,space,,,,,,,,,0,1,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.74554704199909,118.74554704199909,119.04506729200148,None,0,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,,,I,space,,,,,,,,,0,2,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.74497045899989,119.74497045899989,120.04498299999977,None,0,,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,,,Y,space,,,,,,,,,0,3,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.74492850000024,120.74492850000024,121.04489241700139,space,1,0.24974995799857425,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,,,V,space,,,,,,,,,0,4,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.74522254200201,121.74522254200201,122.0452538339996,space,1,0.2654587079996418,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,,,F,space,,,,,,,,,0,5,5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.74494120899908,122.74494120899908,123.04484191700249,space,1,0.37077333299748716,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,,,Z,space,,,,,,,,,0,6,6,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.74525462500242,123.74525462500242,124.04511233399899,space,1,0.35104604099615244,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,,,E,space,,,,,,,,,0,7,7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.74531129200113,124.74531129200113,125.04503275000025,space,1,0.3495366249990184,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,,,H,space,,,,,,,,,0,8,8,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.74517062499945,125.74517062499945,126.04526837500089,space,1,0.34030137399895466,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,,,H,space,,,,,,,,,0,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.74487491699983,126.74487491699983,127.04517275000035,space,1,0.31401487499897485,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
,,,,Z,space,,,,,,,,,0,10,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.74516883400065,127.74516883400065,128.04510462500184,space,1,0.3212229579985433,,,,,,Hiram2,001,2022-11-04_15h43.23.532,Trial go no go,2022.2.4,60.06598260146599,
