stimulus_prac1,corrAns_prac1,stimulus_test1,corrAns_test1,stimulus_test2,corrAns_test2,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,image_welcome.started,resp_Welcome.started,resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.started,image_Instr_Intro.started,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.started,image_Instr_Prac1.started,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,text_trial_Prac1.started,resp_trial_Prac1.started,text_trial_Prac1.stopped,resp_trial_Prac1.keys,resp_trial_Prac1.corr,text_Feedback_Prac1.started,resp_trial_Prac1.rt,resp_Instr_Test1.started,image_Instr_Test1.started,resp_Instr_Test1.keys,resp_Instr_Test1.rt,text_trial_Test1.started,resp_trial_Test1.started,text_trial_Test1.stopped,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,resp_Instr_Test2.started,image_Instr_Test2.started,resp_Instr_Test2.keys,resp_Instr_Test2.rt,text_trial_Test2.started,key_resp.started,text_trial_Test2.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.stopped,resp_theEnd.started,image_theEnd.started,resp_theEnd.keys,resp_theEnd.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,K,space,,,,,,,,,0,1,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.1354638340017,258.1354638340017,258.4342854170027,space,1,0.32999754199772724,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,X,none,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.1346102500029,259.1346102500029,259.43449558400243,space,0,0.274043666999205,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,L,space,,,,,,,,,0,3,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.1343997920012,260.1343997920012,260.43457475000105,None,0,,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,T,space,,,,,,,,,0,4,4,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.13447683400227,261.13447683400227,261.4345849170022,space,1,0.12634925000020303,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,N,space,,,,,,,,,0,5,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.13445587500246,262.13445587500246,262.4349926670002,space,1,0.2784442089978256,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,X,none,,,,,,,,,0,6,6,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.1345334590005,263.1345334590005,263.4346249170012,None,1,,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,M,space,,,,,,,,,0,7,7,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.13463883400254,264.13463883400254,264.43438979200073,space,1,0.23341379200064694,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,Y,space,,,,,,,,,0,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.1349107919996,265.1349107919996,265.43469658400136,space,1,0.3601389159957762,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,H,space,,,,,,,,,0,9,9,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.1347122920015,266.1347122920015,266.43449958400015,space,1,0.3568446249992121,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,R,space,,,,,,,,,0,10,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.134977042002,267.134977042002,267.4349042089998,space,1,0.31640374999915366,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,A,space,,,,,,,,,0,11,11,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.13477754199994,268.13477754199994,268.43465537500015,space,1,0.3683622499993362,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,I,space,,,,,,,,,0,12,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.13508370899945,269.13508370899945,269.4346447500029,space,1,0.3697509999983595,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,T,space,,,,,,,,,0,13,13,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.13468791700143,270.13468791700143,270.4344684589996,space,1,0.3321219999961613,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,H,space,,,,,,,,,0,14,14,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.1352426250014,271.1352426250014,271.43549625000014,space,1,0.32435770799565944,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,L,space,,,,,,,,,0,15,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.1346920420001,272.1346920420001,272.43476875000124,space,1,0.2676847499969881,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,X,none,,,,,,,,,0,16,16,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.1349460840029,273.1349460840029,273.4351332920014,None,1,,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,F,space,,,,,,,,,0,17,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.1357243750026,274.1357243750026,274.43479920900063,space,1,0.30121904199768323,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,I,space,,,,,,,,,0,18,18,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.1351189170018,275.1351189170018,275.435020334,space,1,0.4511447499971837,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,X,none,,,,,,,,,0,19,19,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.13503004200174,276.13503004200174,276.43553366700144,space,0,0.2934041249973234,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,F,space,,,,,,,,,0,20,20,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.13516775000244,277.13516775000244,277.4351114170022,space,1,0.2500275419988611,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,Y,space,,,,,,,,,0,21,21,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.1354726250029,278.1354726250029,278.4356792090002,space,1,0.30133508300059475,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,A,space,,,,,,,,,0,22,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.13562291700146,279.13562291700146,279.4361360420007,space,1,0.28354433400090784,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,V,space,,,,,,,,,0,23,23,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.13527966699985,280.13527966699985,280.4352268750008,space,1,0.22746937499687192,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,X,none,,,,,,,,,0,24,24,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.135212125002,281.135212125002,281.4350737090026,None,1,,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,X,none,,,,,,,,,0,25,25,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.1353921250011,282.1353921250011,282.4351386670023,space,0,0.26830579199668136,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,X,none,,,,,,,,,0,26,26,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.13517499999944,283.13517499999944,283.4354454170025,None,1,,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,K,space,,,,,,,,,0,27,27,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.1357263339996,284.1357263339996,284.43503033399975,space,1,0.3920563329993456,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,R,space,,,,,,,,,0,28,28,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.1353356670006,285.1353356670006,285.4353017499998,space,1,0.38641849999839906,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,M,space,,,,,,,,,0,29,29,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.1350740000016,286.1350740000016,286.4351782920021,space,1,0.45515858399812714,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,A,space,,,,,,,,,0,30,30,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.1355024170007,287.1355024170007,287.4360634170007,space,1,0.2788644169959298,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,H,space,,,,,,,,,0,31,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.1351581250019,288.1351581250019,288.43511641700024,space,1,0.26632579199940665,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,X,none,,,,,,,,,0,32,32,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.1188496249997,289.1188496249997,289.4183519590006,None,1,,290.1189129170016,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,I,space,,,,,,,,,0,33,33,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.1189129170016,290.1189129170016,290.41889854200053,space,1,0.35468233399660676,291.11858995900184,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,T,space,,,,,,,,,0,34,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.11858995900184,291.11858995900184,291.4190797090014,space,1,0.36268824999933713,292.1186307090029,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,W,space,,,,,,,,,0,35,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.1186307090029,292.1186307090029,292.41867141700277,space,1,0.42195224999886705,293.1189211250021,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,Z,space,,,,,,,,,0,36,36,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.1189211250021,293.1189211250021,293.4186037090003,space,1,0.35055450000072597,294.1191909170011,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,E,space,,,,,,,,,0,37,37,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.1191909170011,294.1191909170011,294.4186764590013,space,1,0.32434920800005784,295.1185991250022,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,X,none,,,,,,,,,0,38,38,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.1185991250022,295.1185991250022,295.4185764590002,None,1,,296.1192522500023,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,Z,space,,,,,,,,,0,39,39,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.1192522500023,296.1192522500023,296.41907687500134,space,1,0.2732264580008632,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,N,space,,,,,,,,,0,40,40,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.1187500420019,297.1187500420019,297.41878266700223,space,1,0.30394662500111735,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,E,space,,,,,,,,,0,41,41,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.1191519590029,298.1191519590029,298.41866366700197,space,1,0.31496437499663443,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,F,space,,,,,,,,,0,42,42,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.1191260420019,299.1191260420019,299.418963125001,space,1,0.3458392089996778,300.11875570900156,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,W,space,,,,,,,,,0,43,43,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.11875570900156,300.11875570900156,300.4192275420028,space,1,0.3184327499984647,301.11880287500026,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,R,space,,,,,,,,,0,44,44,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.11880287500026,301.11880287500026,301.4189111250016,space,1,0.3348926670005312,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,E,space,,,,,,,,,0,45,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.11884733400075,302.11884733400075,302.4195677500029,space,1,0.2895786249973753,303.1190203340011,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,V,space,,,,,,,,,0,46,46,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.1190203340011,303.1190203340011,303.41894112500086,space,1,0.27354979099618504,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,X,none,,,,,,,,,0,47,47,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.11914391699975,304.11914391699975,304.41966558400236,space,0,0.27884679199996754,305.11930195900277,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,Y,space,,,,,,,,,0,48,48,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.11930195900277,305.11930195900277,305.4187926250015,space,1,0.3940081669970823,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,W,space,,,,,,,,,0,49,49,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.1194864170029,306.1194864170029,306.41924454200125,space,1,0.29126087500117137,,,,,,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.1189257090009,307.60267829200166,space,1.977876416996878,Dulce2,001,2022-11-05_13h58.28.996,Trial go no go,2022.2.4,60.07366521189869,
