stimulus_prac1,corrAns_prac1,stimulus_test1,corrAns_test1,stimulus_test2,corrAns_test2,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,test1trial.thisRepN,test1trial.thisTrialN,test1trial.thisN,test1trial.thisIndex,test2trial.thisRepN,test2trial.thisTrialN,test2trial.thisN,test2trial.thisIndex,image_welcome.started,resp_Welcome.started,resp_Welcome.keys,resp_Welcome.rt,resp_Instr_Intro.started,image_Instr_Intro.started,resp_Instr_Intro.keys,resp_Instr_Intro.rt,resp_Instr_Prac1.started,image_Instr_Prac1.started,resp_Instr_Prac1.keys,resp_Instr_Prac1.rt,text_trial_Prac1.started,resp_trial_Prac1.started,text_trial_Prac1.stopped,resp_trial_Prac1.keys,resp_trial_Prac1.corr,resp_trial_Prac1.rt,text_Feedback_Prac1.started,resp_Instr_Test1.started,image_Instr_Test1.started,resp_Instr_Test1.keys,resp_Instr_Test1.rt,text_trial_Test1.started,resp_trial_Test1.started,text_trial_Test1.stopped,resp_trial_Test1.keys,resp_trial_Test1.corr,resp_trial_Test1.rt,resp_Instr_Test2.started,image_Instr_Test2.started,resp_Instr_Test2.keys,resp_Instr_Test2.rt,text_trial_Test2.started,key_resp.started,text_trial_Test2.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.stopped,resp_theEnd.started,image_theEnd.started,resp_theEnd.keys,resp_theEnd.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,X,space,,,,,,,0,47,47,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.1673178330002,141.1673178330002,141.46725266700014,space,1,0.39162695800041547,,,,,,,,,,,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,X,space,,,,,,,0,48,48,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.16759091700078,142.16759091700078,142.46745737499987,space,1,0.3325247920001857,,,,,,,,,,,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,X,space,,,,,,,0,49,49,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.16736545800086,143.16736545800086,143.4674588329999,space,1,0.3611806240005535,,,,,,,,,,,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.16763083300066,144.63461975000064,space,5.065054124001108,,,,,,,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,M,space,,,,,,,,,0,0,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.26466079199963,149.26466079199963,149.5678645830012,space,1,0.5369832079995831,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,A,space,,,,,,,,,0,1,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.2678385830004,150.2678385830004,150.56776375000118,space,1,0.5221301239998866,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,E,space,,,,,,,,,0,2,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.26771745800033,151.26771745800033,151.56779108299997,space,1,0.337935624000238,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,Y,space,,,,,,,,,0,3,3,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.26771912500044,152.26771912500044,152.56766470799994,space,1,0.25624162499843806,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,W,space,,,,,,,,,0,4,4,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.26792383300017,153.26792383300017,153.56767104200117,space,1,0.2722303329992428,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,Y,space,,,,,,,,,0,5,5,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.26790658299979,154.26790658299979,154.56767645800028,space,1,0.2604004580007313,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,X,none,,,,,,,,,0,6,6,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.2677743330005,155.2677743330005,155.56809375000012,None,1,,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,F,space,,,,,,,,,0,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.26812620800047,156.26812620800047,156.56782616700002,space,1,0.33155079100106377,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,V,space,,,,,,,,,0,8,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.26823908299957,157.26823908299957,157.56798937500025,space,1,0.27031691599950136,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,F,space,,,,,,,,,0,9,9,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.26790862500093,158.26790862500093,158.56775350000134,space,1,0.34350274999997055,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,X,none,,,,,,,,,0,10,10,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.26793016699958,159.26793016699958,159.56828337499974,space,0,0.2984024159995897,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,X,none,,,,,,,,,0,11,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.26775058299972,160.26775058299972,160.567787375001,None,1,,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,Z,space,,,,,,,,,0,12,12,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.268265875,161.268265875,161.56811791700056,space,1,0.4406939579985192,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,X,none,,,,,,,,,0,13,13,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.26836320800066,162.26836320800066,162.56840225000087,None,1,,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,H,space,,,,,,,,,0,14,14,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.2682143330003,163.2682143330003,163.5682469580006,space,1,0.35265433300082805,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,X,none,,,,,,,,,0,15,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.26811179200013,164.26811179200013,164.5681348750004,None,1,,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,X,none,,,,,,,,,0,16,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.26799983300043,165.26799983300043,165.56901545800065,None,1,,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,X,none,,,,,,,,,0,17,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.2688693330001,166.2688693330001,166.56806795800003,None,1,,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,F,space,,,,,,,,,0,18,18,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.2683563749997,167.2683563749997,167.56860187500024,space,1,0.4146617080004944,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,I,space,,,,,,,,,0,19,19,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.26939929200125,168.26939929200125,168.5849990830011,space,1,0.4086579989998427,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,V,space,,,,,,,,,0,20,20,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.26815966700087,169.26815966700087,169.56820287499977,space,1,0.32183237499884854,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,K,space,,,,,,,,,0,21,21,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.26851966700087,170.26851966700087,170.56818620800004,space,1,0.3771139159998711,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,H,space,,,,,,,,,0,22,22,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.2682149579996,171.2682149579996,171.5680968329998,space,1,0.3691234580001037,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,L,space,,,,,,,,,0,23,23,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.26865912500034,172.26865912500034,172.5687018330009,space,1,0.3653973330001463,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,R,space,,,,,,,,,0,24,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.26812258300015,173.26812258300015,173.56840437500068,space,1,0.3206809580005938,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,I,space,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.268341125,174.268341125,174.5685320419998,space,1,0.4151612910009135,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,L,space,,,,,,,,,0,26,26,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.26870725000117,175.26870725000117,175.5682454580001,space,1,0.3036981659988669,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,Z,space,,,,,,,,,0,27,27,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.2685707920009,176.2685707920009,176.56853150000097,space,1,0.305056916000467,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,Y,space,,,,,,,,,0,28,28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.26895033300025,177.26895033300025,177.5686732920003,space,1,0.33455604199843947,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,R,space,,,,,,,,,0,29,29,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.26862345799964,178.26862345799964,178.5682946249999,space,1,0.33457425000051444,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,K,space,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.268258125001,179.268258125001,179.5682651670013,space,1,0.3684772910000902,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,I,space,,,,,,,,,0,31,31,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.26880045799953,180.26880045799953,180.56891025000004,space,1,0.43684770799882244,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,E,space,,,,,,,,,0,32,32,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.26841091700044,181.26841091700044,181.56898883299982,space,1,0.3922541240008286,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,T,space,,,,,,,,,0,33,33,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.26885500000026,182.26885500000026,182.5687057080013,space,1,0.4999024999997346,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,H,space,,,,,,,,,0,34,34,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.26873754200096,183.26873754200096,183.56858445800026,space,1,0.3338415830003214,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,R,space,,,,,,,,,0,35,35,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.2684773330002,184.2684773330002,184.5693570830008,space,1,0.28148808299920347,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,W,space,,,,,,,,,0,36,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.26902683300068,185.26902683300068,185.56868737500008,space,1,0.3980302079980902,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,T,space,,,,,,,,,0,37,37,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.26882579199992,186.26882579199992,186.56848316700052,space,1,0.3027743330003432,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,W,space,,,,,,,,,0,38,38,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.26894504200027,187.26894504200027,187.56906941700072,space,1,0.3595376249995752,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,X,none,,,,,,,,,0,39,39,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.26896149999993,188.26896149999993,188.5691880000013,space,0,0.3165538329994888,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,N,space,,,,,,,,,0,40,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.26891224999963,189.26891224999963,189.56866587500008,space,1,0.37397458300074504,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,K,space,,,,,,,,,0,41,41,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.26886712499982,190.26886712499982,190.56867929200052,space,1,0.35064220799904433,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,X,none,,,,,,,,,0,42,42,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.26869962500132,191.26869962500132,191.56888120800068,None,1,,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,X,none,,,,,,,,,0,43,43,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.26920283300024,192.26920283300024,192.56899987500037,None,1,,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,T,space,,,,,,,,,0,44,44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.26882550000118,193.26882550000118,193.56893245799984,space,1,0.3855800420005835,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,M,space,,,,,,,,,0,45,45,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.2685994170006,194.2685994170006,194.5694479169997,space,1,0.376455415998862,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,A,space,,,,,,,,,0,46,46,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.26902070800134,195.26902070800134,195.5690977080012,space,1,0.45495541599848366,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,A,space,,,,,,,,,0,47,47,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.26899458300068,196.26899458300068,196.5693310000006,space,1,0.3482620409995434,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,E,space,,,,,,,,,0,48,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.2691895420012,197.2691895420012,197.5689108330007,space,1,0.32034274999932677,,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,N,space,,,,,,,,,0,49,49,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.2528710000006,198.2528710000006,198.55229500000132,space,1,0.29914479100079916,199.25261237500126,,,,,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.25261237500126,199.7356515419997,space,2.7002999169981194,karlaMoreno2,001,2022-11-03_15h52.41.489,Trial go no go,2022.2.4,60.40165591146299,
